xloc,zvavg
1.97200000,-0.02497942
2.00400000,-0.02260609
2.03600000,-0.02086617
2.06800000,-0.01984343
2.10000000,-0.01877944
2.13200000,-0.01855437
2.16400000,-0.01791623
2.19600000,-0.01742474
2.22800000,-0.01660215
2.26100000,-0.01587516
2.29300000,-0.01587614
2.32500000,-0.01424137
2.35700000,-0.01409116
2.38900000,-0.01377089
2.42100000,-0.01352087
2.45300000,-0.01352921
2.48500000,-0.01352373
2.51700000,-0.01298542
2.54900000,-0.01259977
2.58100000,-0.01216440
2.61300000,-0.01127428
2.64500000,-0.00991199
2.67700000,-0.00881763
2.70900000,-0.00765421
2.74100000,-0.00707777
2.77400000,-0.00749525
2.80600000,-0.00746920
2.83800000,-0.00644595
2.87000000,-0.00558267
2.90200000,-0.00524122
2.93400000,-0.00408385
2.96600000,-0.00393465
2.99800000,-0.00336270
3.03000000,-0.00325240
3.06200000,-0.00351265
3.09400000,-0.00277064
3.12600000,-0.00153162
3.15800000,-0.00084086
3.19000000,-0.00059490
3.22200000,-0.00116492
3.25500000,-0.00094014
3.28700000,-0.00036461
3.31900000,-0.00086277
3.35100000,-0.00076110
3.38300000,-0.00048665
3.41500000,-0.00033514
3.44700000,-0.00023121
3.47900000,-0.00050162
3.51100000,-0.00060552
3.54300000,-0.00032558
3.57500000,0.00004457
3.60700000,0.00009721
3.63900000,-0.00027339
3.67100000,-0.00058105
3.70300000,-0.00055865
3.73500000,-0.00046173
3.76800000,-0.00053222
3.80000000,-0.00073661
3.83200000,-0.00080453
3.86400000,-0.00080275
3.89600000,-0.00083276
3.92800000,-0.00069470
3.96000000,-0.00087487
3.99200000,-0.00081446
4.02400000,-0.00083561
4.05600000,-0.00079001
4.08800000,-0.00065662
4.12000000,0.00002954
4.15200000,0.00022913
4.18400000,0.00069193
4.21600000,0.00064826
4.24800000,0.00067028
4.28100000,0.00062416
4.31300000,0.00043445
4.34500000,0.00023623
4.37700000,0.00018807
4.40900000,0.00016869
4.44100000,0.00013281
4.47300000,0.00002184
4.50500000,-0.00019535
4.53700000,-0.00045373
4.56900000,-0.00062309
4.60100000,-0.00036579
4.63300000,-0.00040417
4.66500000,-0.00055469
4.69700000,-0.00070969
4.72900000,-0.00084315
4.76200000,-0.00099688
4.79400000,-0.00114382
4.82600000,-0.00116743
4.85800000,-0.00115558
4.89000000,-0.00111184
4.92200000,-0.00102668
4.95400000,-0.00080600
4.98600000,-0.00049270
5.01800000,-0.00018931
5.05000000,0.00004698
5.08200000,0.00014723
5.11400000,0.00002582
5.14600000,-0.00021769
5.17800000,-0.00045536
5.21000000,-0.00032314
5.24200000,-0.00039148
5.27500000,-0.00059361
5.30700000,-0.00074763
5.33900000,-0.00085947
5.37100000,-0.00097524
5.40300000,-0.00106686
5.43500000,-0.00111405
5.46700000,-0.00114960
5.49900000,-0.00116357
5.53100000,-0.00118355
5.56300000,-0.00115808
5.59500000,-0.00115488
5.62700000,-0.00110569
5.65900000,-0.00102104
5.69100000,-0.00092880
5.72300000,-0.00089414
5.75600000,-0.00085517
5.78800000,-0.00082725
5.82000000,-0.00082527
5.85200000,-0.00087889
5.88400000,-0.00098941
5.91600000,-0.00114800
5.94800000,-0.00111297
5.98000000,-0.00095365
6.01200000,-0.00076299
6.04400000,-0.00058605
6.07600000,-0.00050336
6.10800000,-0.00064349
6.14000000,-0.00068777
6.17200000,-0.00084023
6.20400000,-0.00096886
6.23600000,-0.00101366
6.26900000,-0.00102531
6.30100000,-0.00091657
6.33300000,-0.00086456
6.36500000,-0.00094514
6.39700000,-0.00101775
6.42900000,-0.00104581
6.46100000,-0.00107459
6.49300000,-0.00106737
6.52500000,-0.00100706
6.55700000,-0.00091353
6.58900000,-0.00081335
6.62100000,-0.00070122
6.65300000,-0.00058494
6.68500000,-0.00054873
6.71700000,-0.00060827
6.74900000,-0.00062960
6.78200000,-0.00069804
6.81400000,-0.00088761
6.84600000,-0.00046678
6.87800000,-0.00077061
6.91000000,-0.00068938
6.94200000,-0.00054069
6.97400000,-0.00037094
7.00600000,-0.00023790
7.03800000,-0.00014889
7.07000000,-0.00009910
7.10200000,-0.00007020
7.13400000,-0.00004215
7.16600000,-0.00000191
7.19800000,0.00009851
7.23000000,0.00024902
7.26300000,0.00038377
7.29500000,0.00040504
7.32700000,0.00030717
7.35900000,0.00016062
7.39100000,0.00006374
7.42300000,0.00002764
7.45500000,0.00009603
7.48700000,0.00025694
7.51900000,0.00042747
7.55100000,0.00036860
7.58300000,0.00001324
7.61500000,-0.00018055
7.64700000,-0.00012629
7.67900000,0.00004378
7.71100000,0.00000000
7.74300000,0.00000000
7.77600000,0.00000000
7.80800000,0.00000000
7.84000000,0.00000000
7.87200000,0.00000000
7.90400000,0.00000000
7.93600000,0.00000000
7.96800000,0.00000000
8.00000000,0.00000000
